phrase_id;doc_id_origine;pronoms;token_text;lemma;pos;dep;suggestion_label;label_discours;label_concret
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";d';de;ADP;advmod;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";abord;abord;NOUN;fixed;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";en;en;ADP;case;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";toute;tout;DET;det;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";modestie;modestie;NOUN;nmod;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";,;,;PUNCT;punct;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";je;je;PRON;nsubj;B-PRON_SUJ;B-SUJ;B-SUJ
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";pense;penser;VERB;ROOT;B-VERB_ETAT;B-VERB_ETAT;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";m';me;PRON;expl:comp;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";être;être;AUX;aux:pass;B-VERB_ETAT;O;B-VERB_CONCRET
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";acquitté;acquitter;VERB;xcomp;B-VERB_ACT;O;I-VERB_CONCRET
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";consciencieusement;consciencieusemer;VERB;advmod;B-VERB_ACT;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";et;et;CCONJ;cc;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";avec;avec;ADP;case;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";probité;probité;NOUN;conj;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";du;de;ADP;case;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";mandat;mandat;NOUN;obl:arg;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";que;que;PRON;obj;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";vous;vous;PRON;nsubj;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";m';me;PRON;obj;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";avez;avoir;AUX;aux:tense;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";confié;confier;VERB;acl;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";,;,;PUNCT;punct;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";le;le;DET;det;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";12;12;NUM;obl:mod;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";juin;juin;NOUN;nmod;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";1988;1988;NUM;nmod;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";:;:;PUNCT;punct;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";des;un;DET;det;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";résultats;résultat;NOUN;obj;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";nombreux;nombreux;ADJ;amod;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";et;et;CCONJ;cc;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";divers;divers;ADJ;conj;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";l';le;DET;det;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";attestent;attestent;NOUN;nmod;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";,;,;PUNCT;punct;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";que;que;SCONJ;mark;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";j';je;PRON;nsubj;B-PRON_SUJ;B-SUJ;B-SUJ
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";ai;avoir;AUX;aux:tense;B-VERB_ACT;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";évoqués;évoquer;VERB;xcomp;B-VERB_ACT;B-VERB_ETAT;B-VERB_CONTEXTE
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";dans;dans;ADP;case;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";mon;mon;DET;det;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";journal;journal;NOUN;obl:mod;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";de;de;ADP;case;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";campagne;campagne;NOUN;nmod;O;O;O
1;EL189_L_1993_03_007_03_1_PF_03;"['je', ""m'"", 'vous', ""m'"", ""j'""]";.;.;PUNCT;punct;O;O;O
2;EL191_L_1993_03_033_09_2_PF_01;"['je', 'vous', ""m'""]";je;je;PRON;nsubj;B-PRON_SUJ;B-SUJ;B-SUJ
2;EL191_L_1993_03_033_09_2_PF_01;"['je', 'vous', ""m'""]";vous;vous;PRON;obj;B-PRON_OBJ;B-OBJ;B-OBJ
2;EL191_L_1993_03_033_09_2_PF_01;"['je', 'vous', ""m'""]";en;en;PRON;expl:comp;O;O;O
2;EL191_L_1993_03_033_09_2_PF_01;"['je', 'vous', ""m'""]";remercie;remercie;NOUN;ROOT;O;B-VERB_ETAT;B-VERB_CONTEXTE
2;EL191_L_1993_03_033_09_2_PF_01;"['je', 'vous', ""m'""]";chaleureusement;chaleureusement;ADV;advmod;O;O;O
2;EL191_L_1993_03_033_09_2_PF_01;"['je', 'vous', ""m'""]";et;et;CCONJ;cc;O;O;O
2;EL191_L_1993_03_033_09_2_PF_01;"['je', 'vous', ""m'""]";cela;celer;PRON;nsubj;O;O;O
2;EL191_L_1993_03_033_09_2_PF_01;"['je', 'vous', ""m'""]";m';me;PRON;expl:pass;O;O;O
2;EL191_L_1993_03_033_09_2_PF_01;"['je', 'vous', ""m'""]";encourage;encourager;VERB;conj;B-VERB_ACT;O;O
2;EL191_L_1993_03_033_09_2_PF_01;"['je', 'vous', ""m'""]";à;à;ADP;mark;O;O;O
2;EL191_L_1993_03_033_09_2_PF_01;"['je', 'vous', ""m'""]";persévérer;persévérer;VERB;xcomp;B-VERB_ACT;O;O
2;EL191_L_1993_03_033_09_2_PF_01;"['je', 'vous', ""m'""]";dans;dans;ADP;case;O;O;O
2;EL191_L_1993_03_033_09_2_PF_01;"['je', 'vous', ""m'""]";notre;notre;DET;det;O;O;O
2;EL191_L_1993_03_033_09_2_PF_01;"['je', 'vous', ""m'""]";action;action;NOUN;obl:arg;O;O;O
2;EL191_L_1993_03_033_09_2_PF_01;"['je', 'vous', ""m'""]";.;.;PUNCT;punct;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";-;-;PUNCT;punct;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";législatives;législatif;ADJ;obl:mod;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";mars;mars;NOUN;nmod;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";93;93;NUM;nmod;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";:;:;PUNCT;punct;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";considérant;considérer;VERB;acl;B-VERB_ACT;B-VERB_ACT;B-VERB_CONTEXTE
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";que;que;SCONJ;mark;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";la;le;DET;det;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";légitimité;légitimité;NOUN;nsubj;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";des;de;ADP;case;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";électeurs;électeur;NOUN;nmod;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";vaut;valoir;VERB;ccomp;B-VERB_ACT;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";plus;plus;ADV;advmod;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";que;que;SCONJ;mark;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";celle;celui;PRON;dep;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";d';de;ADP;case;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";un;un;DET;det;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";parti;parti;NOUN;nmod;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";politique;politique;ADJ;amod;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";et;et;CCONJ;cc;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";refusant;refuser;VERB;conj;B-VERB_ACT;B-VERB_ACT;B-VERB_CONCRET
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";toute;tout;DET;det;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";combine;combine;NOUN;obj;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";politicienne;politicien;ADJ;amod;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";,;,;PUNCT;punct;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";parce;parce;SCONJ;mark;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";que;que;SCONJ;fixed;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";j';je;PRON;nsubj;B-PRON_SUJ;B-SUJ;B-SUJ
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";ai;avoir;VERB;advcl;B-VERB_ACT;B-VERB_ACT;B-VERB_CONTEXTE
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";le;le;DET;det;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";courage;courage;NOUN;obj;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";de;de;ADP;case;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";mes;mon;DET;det;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";opinions;opinion;NOUN;nmod;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";et;et;CCONJ;cc;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";des;de;ADP;case;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";mes;mon;DET;det;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";actes;acte;NOUN;conj;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";,;,;PUNCT;punct;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";je;je;PRON;nsubj;B-PRON_SUJ;B-SUJ;B-SUJ
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";sollicite;solliciter;VERB;ROOT;B-VERB_ACT;B-VERB_ACT;B-VERB_CONTEXTE
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";à;à;ADP;case;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";nouveau;nouveau;ADJ;fixed;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";vos;votre;DET;det;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";suffrages;suffrage;NOUN;obl:mod;O;O;O
3;EL191_L_1993_03_033_10_1_PF_05;"[""j'"", 'je']";.;.;PUNCT;punct;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";j';je;PRON;nsubj;B-PRON_SUJ;B-SUJ;B-SUJ
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";ai;avoir;AUX;aux:tense;B-VERB_ACT;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";personnellement;personnellement;ADV;advmod;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";vécu;vivre;VERB;ROOT;B-VERB_ACT;B-VERB_ACT;B-VERB_CONTEXTE
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";cette;ce;DET;det;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";situation;situation;NOUN;obj;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";qui;qui;PRON;nsubj;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";permet;permettre;VERB;acl:relcl;B-VERB_ACT;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";difficilement;difficilement;ADV;advmod;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";l';le;DET;det;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";accès;accès;NOUN;obj;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";à;à;ADP;case;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";la;le;DET;det;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";vie;vie;NOUN;nmod;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";publique;public;ADJ;amod;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";si;si;SCONJ;mark;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";ce;ce;PRON;nsubj;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";n';ne;ADV;advmod;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";est;être;AUX;cop;B-VERB_ETAT;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";par;par;ADP;case;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";le;le;DET;det;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";biais;biais;NOUN;obl:mod;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";d';de;ADP;case;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";une;un;DET;det;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";association;association;NOUN;nmod;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";"""";"""";PUNCT;punct;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";les;le;DET;det;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";amis;ami;NOUN;nmod;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";du;de;ADP;case;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";sud-ouest;sud-ouest;NOUN;nmod;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";"""";"""";PUNCT;punct;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";que;que;SCONJ;mark;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";j';je;PRON;nsubj;B-PRON_SUJ;B-SUJ;B-SUJ
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";ai;avoir;AUX;aux:tense;B-VERB_ACT;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";créée;créer;VERB;acl;B-VERB_ACT;B-VERB_ACT;B-VERB_CONCRET
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";en;en;ADP;case;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";hautesavoie;hautesavoie;NOUN;obl:mod;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";en;en;ADP;case;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";1981;1981;NUM;obl:mod;O;O;O
4;EL191_L_1993_03_031_08_1_PF_06;"[""j'"", ""j'""]";.;.;PUNCT;punct;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];je;je;PRON;nsubj;B-PRON_SUJ;B-SUJ;B-SUJ
5;EL197_L_1993_03_089_03_2_PF_02;['je'];me;me;PRON;expl:comp;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];rappelle;rappeler;VERB;ROOT;B-VERB_ACT;B-VERB_ETAT;B-VERB_CONTEXTE
5;EL197_L_1993_03_089_03_2_PF_02;['je'];également;également;ADV;advmod;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];la;le;DET;det;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];venue;venue;NOUN;obj;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];à;à;ADP;case;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];joigny;joigny;NOUN;nmod;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];de;de;ADP;case;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];m.;m.;NOUN;nmod;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];stirn;stirn;ADJ;amod;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];,;,;PUNCT;punct;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];l';le;DET;det;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];ami;ami;NOUN;appos;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];du;de;ADP;case;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];candidat;candidat;NOUN;nmod;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];sortant;sortant;ADV;amod;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];,;,;PUNCT;punct;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];venant;venir;VERB;acl;B-VERB_ACT;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];devant;devant;ADP;case;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];une;un;DET;det;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];dizaine;dizaine;NOUN;obl:arg;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];de;de;ADP;case;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];personnes;personne;NOUN;nmod;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];(;(;PUNCT;punct;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];car;car;CCONJ;cc;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];il;il;PRON;nsubj;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];n';ne;ADV;advmod;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];avait;avoir;VERB;conj;B-VERB_ACT;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];pas;pas;ADV;advmod;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];,;,;PUNCT;punct;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];cette;ce;DET;det;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];fois;fois;NOUN;nsubj;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];,;,;PUNCT;punct;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];loué;louer;VERB;acl;B-VERB_ACT;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];des;un;DET;det;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];figurants;figurant;NOUN;obj;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];););PUNCT;punct;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];décrire;décrir;ADJ;ccomp;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];les;le;DET;det;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];merveilles;merveille;NOUN;obj;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];à;à;ADP;mark;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];attendre;attendre;VERB;acl;B-VERB_ACT;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];de;de;ADP;case;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];l';le;DET;det;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];europe;europe;PROPN;obl:arg;O;O;O
5;EL197_L_1993_03_089_03_2_PF_02;['je'];.;.;PUNCT;punct;O;O;O
6;EL193_L_1993_03_063_01_1_PF_04;"[""j'"", 'vous', 'je']";j';je;PRON;nsubj;B-PRON_SUJ;B-SUJ;B-SUJ
6;EL193_L_1993_03_063_01_1_PF_04;"[""j'"", 'vous', 'je']";ai;avoir;AUX;aux:tense;B-VERB_ACT;O;O
6;EL193_L_1993_03_063_01_1_PF_04;"[""j'"", 'vous', 'je']";rencontré;rencontrer;VERB;ROOT;B-VERB_ACT;B-VERB_ACT;B-VERB_CONTEXTE
6;EL193_L_1993_03_063_01_1_PF_04;"[""j'"", 'vous', 'je']";,;,;PUNCT;punct;O;O;O
6;EL193_L_1993_03_063_01_1_PF_04;"[""j'"", 'vous', 'je']";en;en;ADP;case;O;O;O
